classifier,clip,category,detector,total_frames,rgb_tp,rgb_fp,rgb_fn,rgb_p,rgb_r,rgb_f1,ir_tp,ir_fp,ir_fn,ir_p,ir_r,ir_f1,clf_tp,clf_fp,clf_fn,clf_p,clf_r,clf_f1,seg_temp_segs,seg_temp_tp,seg_temp_fp,seg_temp_fn,seg_temp_p,seg_temp_r,seg_temp_f1,seg_final_segs,seg_final_tp,seg_final_fp,seg_final_fn,seg_final_p,seg_final_r,seg_final_f1,alert_events,vetoed_alerts
sa32,airplanes_compilation,airplanes,baseline_trained,249,0,104,0,0.0,0.0,0.0,0,51,0,0.0,0.0,0.0,0,107,0,0.0,0.0,0.0,83,0,18,0,0.0,0.0,0.0,83,0,17,0,0.0,0.0,0.0,3,4
sa32,airplanes_compilation,airplanes,retrained_v2,249,0,99,0,0.0,0.0,0.0,0,51,0,0.0,0.0,0.0,0,102,0,0.0,0.0,0.0,83,0,16,0,0.0,0.0,0.0,83,0,15,0,0.0,0.0,0.0,3,4
sa32,airplanes_compilation,airplanes,selcom_1280,249,0,129,0,0.0,0.0,0.0,0,51,0,0.0,0.0,0.0,0,114,0,0.0,0.0,0.0,83,0,17,0,0.0,0.0,0.0,83,0,16,0,0.0,0.0,0.0,2,5
sa32,airplanes_compilation,airplanes,selcom_640,249,0,89,0,0.0,0.0,0.0,0,51,0,0.0,0.0,0.0,0,104,0,0.0,0.0,0.0,83,0,16,0,0.0,0.0,0.0,83,0,16,0,0.0,0.0,0.0,3,4
sa32,distant_airplane_over_head_flying_away,airplanes,baseline_trained,55,0,33,0,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,36,0,0.0,0.0,0.0,19,0,7,0,0.0,0.0,0.0,19,0,6,0,0.0,0.0,0.0,0,1
sa32,distant_airplane_over_head_flying_away,airplanes,retrained_v2,55,0,18,0,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,22,0,0.0,0.0,0.0,19,0,7,0,0.0,0.0,0.0,19,0,6,0,0.0,0.0,0.0,0,1
sa32,distant_airplane_over_head_flying_away,airplanes,selcom_1280,55,0,21,0,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,35,0,0.0,0.0,0.0,19,0,7,0,0.0,0.0,0.0,19,0,6,0,0.0,0.0,0.0,0,1
sa32,distant_airplane_over_head_flying_away,airplanes,selcom_640,55,0,20,0,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,34,0,0.0,0.0,0.0,19,0,7,0,0.0,0.0,0.0,19,0,6,0,0.0,0.0,0.0,0,1
sa32,birds_flying_overhead_various_sizes_short,birds,baseline_trained,20,0,39,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,12,0,0.0,0.0,0.0,7,0,1,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,1
sa32,birds_flying_overhead_various_sizes_short,birds,retrained_v2,20,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
sa32,birds_flying_overhead_various_sizes_short,birds,selcom_1280,20,0,61,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,9,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
sa32,birds_flying_overhead_various_sizes_short,birds,selcom_640,20,0,18,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
sa32,birds_in_slow_motion_flying_various_sizes_compilation,birds,baseline_trained,271,0,291,0,0.0,0.0,0.0,0,11,0,0.0,0.0,0.0,0,51,0,0.0,0.0,0.0,91,0,5,0,0.0,0.0,0.0,91,0,2,0,0.0,0.0,0.0,0,4
sa32,birds_in_slow_motion_flying_various_sizes_compilation,birds,retrained_v2,271,0,47,0,0.0,0.0,0.0,0,11,0,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,91,0,0,0,0.0,0.0,0.0,91,0,0,0,0.0,0.0,0.0,0,0
sa32,birds_in_slow_motion_flying_various_sizes_compilation,birds,selcom_1280,271,0,441,0,0.0,0.0,0.0,0,11,0,0.0,0.0,0.0,0,59,0,0.0,0.0,0.0,91,0,0,0,0.0,0.0,0.0,91,0,0,0,0.0,0.0,0.0,0,0
sa32,birds_in_slow_motion_flying_various_sizes_compilation,birds,selcom_640,271,0,90,0,0.0,0.0,0.0,0,11,0,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,91,0,1,0,0.0,0.0,0.0,91,0,1,0,0.0,0.0,0.0,0,1
sa32,distant_birds_flying_in_the_sky_short,birds,baseline_trained,20,0,2,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
sa32,distant_birds_flying_in_the_sky_short,birds,retrained_v2,20,0,1,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,7,0,1,0,0.0,0.0,0.0,7,0,1,0,0.0,0.0,0.0,1,0
sa32,distant_birds_flying_in_the_sky_short,birds,selcom_1280,20,0,27,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,29,0,0.0,0.0,0.0,7,0,5,0,0.0,0.0,0.0,7,0,4,0,0.0,0.0,0.0,2,1
sa32,distant_birds_flying_in_the_sky_short,birds,selcom_640,20,0,0,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
sa32,flock_of_birds_flying_short,birds,baseline_trained,21,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
sa32,flock_of_birds_flying_short,birds,retrained_v2,21,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
sa32,flock_of_birds_flying_short,birds,selcom_1280,21,0,6,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
sa32,flock_of_birds_flying_short,birds,selcom_640,21,0,1,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
sa32,flock_of_birds_flying_sunset,birds,baseline_trained,20,0,6,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
sa32,flock_of_birds_flying_sunset,birds,retrained_v2,20,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
sa32,flock_of_birds_flying_sunset,birds,selcom_1280,20,0,3,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
sa32,flock_of_birds_flying_sunset,birds,selcom_640,20,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
sa32,drone_and_bird_sky_and_trees_short,drone,baseline_trained,114,64,39,51,0.6214,0.5565,0.5872,71,35,44,0.6698,0.6174,0.6425,70,125,45,0.359,0.6087,0.4516,38,27,0,11,1.0,0.7105,0.8308,38,27,0,11,1.0,0.7105,0.8308,3,0
sa32,drone_and_bird_sky_and_trees_short,drone,retrained_v2,114,27,7,88,0.7941,0.2348,0.3624,71,35,44,0.6698,0.6174,0.6425,70,63,45,0.5263,0.6087,0.5645,38,27,0,11,1.0,0.7105,0.8308,38,27,0,11,1.0,0.7105,0.8308,3,0
sa32,drone_and_bird_sky_and_trees_short,drone,selcom_1280,114,73,66,42,0.5252,0.6348,0.5748,71,35,44,0.6698,0.6174,0.6425,72,155,43,0.3172,0.6261,0.4211,38,27,0,11,1.0,0.7105,0.8308,38,27,0,11,1.0,0.7105,0.8308,2,0
sa32,drone_and_bird_sky_and_trees_short,drone,selcom_640,114,58,28,57,0.6744,0.5043,0.5771,71,35,44,0.6698,0.6174,0.6425,68,116,47,0.3696,0.5913,0.4548,38,27,0,11,1.0,0.7105,0.8308,38,27,0,11,1.0,0.7105,0.8308,3,0
sa32,drone_attacked_by_bird_mountain_side_view,drone,baseline_trained,108,59,50,29,0.5413,0.6705,0.599,34,13,54,0.7234,0.3864,0.5037,48,71,40,0.4034,0.5455,0.4638,36,16,0,15,1.0,0.5161,0.6809,36,16,0,15,1.0,0.5161,0.6809,5,1
sa32,drone_attacked_by_bird_mountain_side_view,drone,retrained_v2,108,7,4,81,0.6364,0.0795,0.1414,34,13,54,0.7234,0.3864,0.5037,34,17,54,0.6667,0.3864,0.4892,36,10,0,21,1.0,0.3226,0.4878,36,9,0,22,1.0,0.2903,0.45,4,2
sa32,drone_attacked_by_bird_mountain_side_view,drone,selcom_1280,108,71,26,17,0.732,0.8068,0.7676,34,13,54,0.7234,0.3864,0.5037,50,62,38,0.4464,0.5682,0.5,36,20,0,11,1.0,0.6452,0.7843,36,20,0,11,1.0,0.6452,0.7843,5,2
sa32,drone_attacked_by_bird_mountain_side_view,drone,selcom_640,108,41,21,47,0.6613,0.4659,0.5467,34,13,54,0.7234,0.3864,0.5037,44,45,44,0.4944,0.5,0.4972,36,19,0,12,1.0,0.6129,0.76,36,18,0,13,1.0,0.5806,0.7347,5,2
sa32,drone_over_mountain_attacked_by_birds,drone,baseline_trained,68,25,4,43,0.8621,0.3676,0.5155,12,3,56,0.8,0.1765,0.2892,25,10,43,0.7143,0.3676,0.4854,23,10,0,13,1.0,0.4348,0.6061,23,10,0,13,1.0,0.4348,0.6061,4,0
sa32,drone_over_mountain_attacked_by_birds,drone,retrained_v2,68,23,1,45,0.9583,0.3382,0.5,12,3,56,0.8,0.1765,0.2892,25,8,43,0.7576,0.3676,0.495,23,11,0,12,1.0,0.4783,0.6471,23,11,0,12,1.0,0.4783,0.6471,5,0
sa32,drone_over_mountain_attacked_by_birds,drone,selcom_1280,68,13,2,55,0.8667,0.1912,0.3133,12,3,56,0.8,0.1765,0.2892,15,5,53,0.75,0.2206,0.3409,23,6,0,17,1.0,0.2609,0.4138,23,6,0,17,1.0,0.2609,0.4138,3,0
sa32,drone_over_mountain_attacked_by_birds,drone,selcom_640,68,12,0,56,1.0,0.1765,0.3,12,3,56,0.8,0.1765,0.2892,12,5,56,0.7059,0.1765,0.2824,23,6,0,17,1.0,0.2609,0.4138,23,6,0,17,1.0,0.2609,0.4138,3,0
sa32,drone_seagull_attack,drone,baseline_trained,235,143,30,51,0.8266,0.7371,0.7793,111,48,83,0.6981,0.5722,0.6289,154,161,40,0.4889,0.7938,0.6051,79,57,4,9,0.9344,0.8636,0.8976,79,54,4,12,0.931,0.8182,0.871,4,7
sa32,drone_seagull_attack,drone,retrained_v2,235,85,12,109,0.8763,0.4381,0.5842,111,48,83,0.6981,0.5722,0.6289,135,108,59,0.5556,0.6959,0.6178,79,49,5,17,0.9074,0.7424,0.8167,79,44,5,22,0.898,0.6667,0.7652,4,7
sa32,drone_seagull_attack,drone,selcom_1280,235,182,67,12,0.7309,0.9381,0.8217,111,48,83,0.6981,0.5722,0.6289,172,212,22,0.4479,0.8866,0.5952,79,62,8,4,0.8857,0.9394,0.9118,79,58,7,8,0.8923,0.8788,0.8855,5,8
sa32,drone_seagull_attack,drone,selcom_640,235,150,40,44,0.7895,0.7732,0.7812,111,48,83,0.6981,0.5722,0.6289,152,185,42,0.451,0.7835,0.5725,79,58,5,8,0.9206,0.8788,0.8992,79,56,5,10,0.918,0.8485,0.8819,5,5
sa32,drone_takeoff_from_ground_and_not_hand_short,drone,baseline_trained,163,146,7,8,0.9542,0.9481,0.9511,81,4,73,0.9529,0.526,0.6778,144,68,10,0.6792,0.9351,0.7869,55,51,0,3,1.0,0.9444,0.9714,55,51,0,3,1.0,0.9444,0.9714,2,0
sa32,drone_takeoff_from_ground_and_not_hand_short,drone,retrained_v2,163,114,6,40,0.95,0.7403,0.8321,81,4,73,0.9529,0.526,0.6778,137,48,17,0.7405,0.8896,0.8083,55,50,1,4,0.9804,0.9259,0.9524,55,50,1,4,0.9804,0.9259,0.9524,3,0
sa32,drone_takeoff_from_ground_and_not_hand_short,drone,selcom_1280,163,137,19,17,0.8782,0.8896,0.8839,81,4,73,0.9529,0.526,0.6778,134,91,20,0.5956,0.8701,0.7071,55,49,1,5,0.98,0.9074,0.9423,55,49,1,5,0.98,0.9074,0.9423,4,0
sa32,drone_takeoff_from_ground_and_not_hand_short,drone,selcom_640,163,140,4,14,0.9722,0.9091,0.9396,81,4,73,0.9529,0.526,0.6778,140,72,14,0.6604,0.9091,0.765,55,50,0,4,1.0,0.9259,0.9615,55,50,0,4,1.0,0.9259,0.9615,3,0
sa32,drone_takeoff_short,drone,baseline_trained,116,97,1,19,0.9898,0.8362,0.9065,37,6,79,0.8605,0.319,0.4654,78,31,38,0.7156,0.6724,0.6933,39,29,0,10,1.0,0.7436,0.8529,39,29,0,10,1.0,0.7436,0.8529,4,0
sa32,drone_takeoff_short,drone,retrained_v2,116,76,0,40,1.0,0.6552,0.7917,37,6,79,0.8605,0.319,0.4654,74,30,42,0.7115,0.6379,0.6727,39,27,0,12,1.0,0.6923,0.8182,39,27,0,12,1.0,0.6923,0.8182,3,0
sa32,drone_takeoff_short,drone,selcom_1280,116,101,4,15,0.9619,0.8707,0.914,37,6,79,0.8605,0.319,0.4654,67,34,49,0.6634,0.5776,0.6175,39,25,0,14,1.0,0.641,0.7813,39,25,0,14,1.0,0.641,0.7813,2,1
sa32,drone_takeoff_short,drone,selcom_640,116,86,1,30,0.9885,0.7414,0.8473,37,6,79,0.8605,0.319,0.4654,66,29,50,0.6947,0.569,0.6256,39,26,0,13,1.0,0.6667,0.8,39,26,0,13,1.0,0.6667,0.8,6,0
sa32,drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,drone,baseline_trained,166,133,5,29,0.9638,0.821,0.8867,54,12,108,0.8182,0.3333,0.4737,129,66,33,0.6615,0.7963,0.7227,56,46,0,10,1.0,0.8214,0.902,56,46,0,10,1.0,0.8214,0.902,2,0
sa32,drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,drone,retrained_v2,166,133,6,29,0.9568,0.821,0.8837,54,12,108,0.8182,0.3333,0.4737,129,67,33,0.6582,0.7963,0.7207,56,46,0,10,1.0,0.8214,0.902,56,46,0,10,1.0,0.8214,0.902,2,0
sa32,drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,drone,selcom_1280,166,127,25,35,0.8355,0.784,0.8089,54,12,108,0.8182,0.3333,0.4737,117,81,45,0.5909,0.7222,0.65,56,43,0,13,1.0,0.7679,0.8687,56,43,0,13,1.0,0.7679,0.8687,3,0
sa32,drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,drone,selcom_640,166,123,5,39,0.9609,0.7593,0.8483,54,12,108,0.8182,0.3333,0.4737,122,66,40,0.6489,0.7531,0.6971,56,44,0,12,1.0,0.7857,0.88,56,44,0,12,1.0,0.7857,0.88,3,0
sa32,flock_of_seagulls_attack_drone_beach,drone,baseline_trained,239,142,9,45,0.9404,0.7594,0.8402,128,3,59,0.9771,0.6845,0.805,110,105,77,0.5116,0.5882,0.5473,80,43,0,22,1.0,0.6615,0.7963,80,42,0,23,1.0,0.6462,0.785,10,1
sa32,flock_of_seagulls_attack_drone_beach,drone,retrained_v2,239,82,0,105,1.0,0.4385,0.6097,128,3,59,0.9771,0.6845,0.805,87,58,100,0.6,0.4652,0.5241,80,31,0,34,1.0,0.4769,0.6458,80,31,0,34,1.0,0.4769,0.6458,6,0
sa32,flock_of_seagulls_attack_drone_beach,drone,selcom_1280,239,164,120,23,0.5775,0.877,0.6964,128,3,59,0.9771,0.6845,0.805,106,155,81,0.4061,0.5668,0.4732,80,42,0,23,1.0,0.6462,0.785,80,42,0,23,1.0,0.6462,0.785,9,1
sa32,flock_of_seagulls_attack_drone_beach,drone,selcom_640,239,125,3,62,0.9766,0.6684,0.7937,128,3,59,0.9771,0.6845,0.805,97,86,90,0.5301,0.5187,0.5243,80,37,0,28,1.0,0.5692,0.7255,80,36,0,29,1.0,0.5538,0.7129,7,1
sa32,two_birds_drone,drone,baseline_trained,150,115,130,35,0.4694,0.7667,0.5823,77,25,73,0.7549,0.5133,0.6111,71,129,79,0.355,0.4733,0.4057,50,25,0,25,1.0,0.5,0.6667,50,25,0,25,1.0,0.5,0.6667,13,0
sa32,two_birds_drone,drone,retrained_v2,150,12,20,138,0.375,0.08,0.1319,77,25,73,0.7549,0.5133,0.6111,49,32,101,0.6049,0.3267,0.4242,50,23,0,27,1.0,0.46,0.6301,50,23,0,27,1.0,0.46,0.6301,10,0
sa32,two_birds_drone,drone,selcom_1280,150,134,213,16,0.3862,0.8933,0.5392,77,25,73,0.7549,0.5133,0.6111,82,191,68,0.3004,0.5467,0.3877,50,25,0,25,1.0,0.5,0.6667,50,25,0,25,1.0,0.5,0.6667,13,1
sa32,two_birds_drone,drone,selcom_640,150,87,95,63,0.478,0.58,0.5241,77,25,73,0.7549,0.5133,0.6111,66,97,84,0.4049,0.44,0.4217,50,31,0,19,1.0,0.62,0.7654,50,31,0,19,1.0,0.62,0.7654,12,1
sa32,helicopter_compilation,helicopters,baseline_trained,554,0,140,0,0.0,0.0,0.0,0,29,0,0.0,0.0,0.0,0,110,0,0.0,0.0,0.0,185,0,37,0,0.0,0.0,0.0,185,0,36,0,0.0,0.0,0.0,18,2
sa32,helicopter_compilation,helicopters,retrained_v2,554,0,63,0,0.0,0.0,0.0,0,29,0,0.0,0.0,0.0,0,67,0,0.0,0.0,0.0,185,0,22,0,0.0,0.0,0.0,185,0,22,0,0.0,0.0,0.0,10,1
sa32,helicopter_compilation,helicopters,selcom_1280,554,0,166,0,0.0,0.0,0.0,0,29,0,0.0,0.0,0.0,0,97,0,0.0,0.0,0.0,185,0,26,0,0.0,0.0,0.0,185,0,25,0,0.0,0.0,0.0,14,1
sa32,helicopter_compilation,helicopters,selcom_640,554,0,87,0,0.0,0.0,0.0,0,29,0,0.0,0.0,0.0,0,74,0,0.0,0.0,0.0,185,0,25,0,0.0,0.0,0.0,185,0,25,0,0.0,0.0,0.0,11,2
sa32,helicopter_overhead_short,helicopters,baseline_trained,20,0,8,0,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0,14,0,0.0,0.0,0.0,7,0,3,0,0.0,0.0,0.0,7,0,2,0,0.0,0.0,0.0,1,1
sa32,helicopter_overhead_short,helicopters,retrained_v2,20,0,1,0,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,7,0,3,0,0.0,0.0,0.0,7,0,2,0,0.0,0.0,0.0,1,1
sa32,helicopter_overhead_short,helicopters,selcom_1280,20,0,12,0,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,7,0,3,0,0.0,0.0,0.0,7,0,3,0,0.0,0.0,0.0,1,0
sa32,helicopter_overhead_short,helicopters,selcom_640,20,0,6,0,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0,13,0,0.0,0.0,0.0,7,0,3,0,0.0,0.0,0.0,7,0,2,0,0.0,0.0,0.0,1,1
sa32,helicopter_overhead_very_small_airplane_in_background,helicopters,baseline_trained,20,0,17,0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,0,17,0,0.0,0.0,0.0,7,0,6,0,0.0,0.0,0.0,7,0,5,0,0.0,0.0,0.0,0,1
sa32,helicopter_overhead_very_small_airplane_in_background,helicopters,retrained_v2,20,0,15,0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,0,11,0,0.0,0.0,0.0,7,0,4,0,0.0,0.0,0.0,7,0,4,0,0.0,0.0,0.0,1,1
sa32,helicopter_overhead_very_small_airplane_in_background,helicopters,selcom_1280,20,0,20,0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,7,0,4,0,0.0,0.0,0.0,7,0,3,0,0.0,0.0,0.0,0,2
sa32,helicopter_overhead_very_small_airplane_in_background,helicopters,selcom_640,20,0,13,0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,0,10,0,0.0,0.0,0.0,7,0,4,0,0.0,0.0,0.0,7,0,3,0,0.0,0.0,0.0,0,2
control40,airplanes_compilation,airplanes,baseline_trained,249,0,104,0,0.0,0.0,0.0,0,51,0,0.0,0.0,0.0,0,8,0,0.0,0.0,0.0,83,0,1,0,0.0,0.0,0.0,83,0,1,0,0.0,0.0,0.0,0,1
control40,airplanes_compilation,airplanes,retrained_v2,249,0,99,0,0.0,0.0,0.0,0,51,0,0.0,0.0,0.0,0,10,0,0.0,0.0,0.0,83,0,2,0,0.0,0.0,0.0,83,0,1,0,0.0,0.0,0.0,0,2
control40,airplanes_compilation,airplanes,selcom_1280,249,0,129,0,0.0,0.0,0.0,0,51,0,0.0,0.0,0.0,0,9,0,0.0,0.0,0.0,83,0,2,0,0.0,0.0,0.0,83,0,2,0,0.0,0.0,0.0,0,1
control40,airplanes_compilation,airplanes,selcom_640,249,0,89,0,0.0,0.0,0.0,0,51,0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,83,0,2,0,0.0,0.0,0.0,83,0,0,0,0.0,0.0,0.0,0,2
control40,distant_airplane_over_head_flying_away,airplanes,baseline_trained,55,0,33,0,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,19,0,0,0,0.0,0.0,0.0,19,0,0,0,0.0,0.0,0.0,0,0
control40,distant_airplane_over_head_flying_away,airplanes,retrained_v2,55,0,18,0,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,19,0,0,0,0.0,0.0,0.0,19,0,0,0,0.0,0.0,0.0,0,0
control40,distant_airplane_over_head_flying_away,airplanes,selcom_1280,55,0,21,0,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,19,0,0,0,0.0,0.0,0.0,19,0,0,0,0.0,0.0,0.0,0,0
control40,distant_airplane_over_head_flying_away,airplanes,selcom_640,55,0,20,0,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,19,0,0,0,0.0,0.0,0.0,19,0,0,0,0.0,0.0,0.0,0,0
control40,birds_flying_overhead_various_sizes_short,birds,baseline_trained,20,0,39,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
control40,birds_flying_overhead_various_sizes_short,birds,retrained_v2,20,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
control40,birds_flying_overhead_various_sizes_short,birds,selcom_1280,20,0,61,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
control40,birds_flying_overhead_various_sizes_short,birds,selcom_640,20,0,18,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
control40,birds_in_slow_motion_flying_various_sizes_compilation,birds,baseline_trained,271,0,291,0,0.0,0.0,0.0,0,11,0,0.0,0.0,0.0,0,9,0,0.0,0.0,0.0,91,0,1,0,0.0,0.0,0.0,91,0,1,0,0.0,0.0,0.0,1,0
control40,birds_in_slow_motion_flying_various_sizes_compilation,birds,retrained_v2,271,0,47,0,0.0,0.0,0.0,0,11,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,91,0,0,0,0.0,0.0,0.0,91,0,0,0,0.0,0.0,0.0,0,0
control40,birds_in_slow_motion_flying_various_sizes_compilation,birds,selcom_1280,271,0,441,0,0.0,0.0,0.0,0,11,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,91,0,0,0,0.0,0.0,0.0,91,0,0,0,0.0,0.0,0.0,0,0
control40,birds_in_slow_motion_flying_various_sizes_compilation,birds,selcom_640,271,0,90,0,0.0,0.0,0.0,0,11,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,91,0,0,0,0.0,0.0,0.0,91,0,0,0,0.0,0.0,0.0,0,0
control40,distant_birds_flying_in_the_sky_short,birds,baseline_trained,20,0,2,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
control40,distant_birds_flying_in_the_sky_short,birds,retrained_v2,20,0,1,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
control40,distant_birds_flying_in_the_sky_short,birds,selcom_1280,20,0,27,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
control40,distant_birds_flying_in_the_sky_short,birds,selcom_640,20,0,0,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
control40,flock_of_birds_flying_short,birds,baseline_trained,21,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
control40,flock_of_birds_flying_short,birds,retrained_v2,21,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
control40,flock_of_birds_flying_short,birds,selcom_1280,21,0,6,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
control40,flock_of_birds_flying_short,birds,selcom_640,21,0,1,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
control40,flock_of_birds_flying_sunset,birds,baseline_trained,20,0,6,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
control40,flock_of_birds_flying_sunset,birds,retrained_v2,20,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
