model,surface,modality,category,stage,classifier,size_bucket,frames,tp,fp,fn,precision,recall,f1,fppi,fp_frame_rate,source
baseline,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,rgb_raw,none,all,166,133,5,29,0.9638,0.821,0.8867,,1.0,eval\results\video_tests\video_tests_comparison.csv
retrained_v2,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,rgb_raw,none,all,166,133,6,29,0.9568,0.821,0.8837,,1.0,eval\results\video_tests\video_tests_comparison.csv
selcom_1280,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,rgb_raw,none,all,166,127,25,35,0.8355,0.784,0.8089,,1.0,eval\results\video_tests\video_tests_comparison.csv
selcom_640,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,rgb_raw,none,all,166,123,5,39,0.9609,0.7593,0.8483,,1.0,eval\results\video_tests\video_tests_comparison.csv
ir_grayscale,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,rgb_raw,none,all,166,59,25,103,0.7024,0.3642,0.4797,,1.0,eval\results\video_tests\video_tests_comparison.csv
ir_on_rgb,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,rgb_raw,none,all,166,0,1,162,0.0,0.0,0.0,,0.25,eval\results\video_tests\video_tests_comparison.csv
baseline,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,rgb_raw,none,all,239,142,9,45,0.9404,0.7594,0.8402,,0.2885,eval\results\video_tests\video_tests_comparison.csv
retrained_v2,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,rgb_raw,none,all,239,82,0,105,1.0,0.4385,0.6097,,0.2115,eval\results\video_tests\video_tests_comparison.csv
selcom_1280,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,rgb_raw,none,all,239,164,120,23,0.5775,0.877,0.6964,,0.6923,eval\results\video_tests\video_tests_comparison.csv
selcom_640,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,rgb_raw,none,all,239,125,3,62,0.9766,0.6684,0.7937,,0.2885,eval\results\video_tests\video_tests_comparison.csv
ir_grayscale,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,rgb_raw,none,all,239,144,13,43,0.9172,0.7701,0.8372,,0.0192,eval\results\video_tests\video_tests_comparison.csv
ir_on_rgb,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,rgb_raw,none,all,239,28,1,159,0.9655,0.1497,0.2593,,0.0577,eval\results\video_tests\video_tests_comparison.csv
baseline,real_video_two_birds_drone,rgb,DRONE,rgb_raw,none,all,150,115,130,35,0.4694,0.7667,0.5823,,0.0,eval\results\video_tests\video_tests_comparison.csv
retrained_v2,real_video_two_birds_drone,rgb,DRONE,rgb_raw,none,all,150,12,20,138,0.375,0.08,0.1319,,0.0,eval\results\video_tests\video_tests_comparison.csv
selcom_1280,real_video_two_birds_drone,rgb,DRONE,rgb_raw,none,all,150,134,213,16,0.3862,0.8933,0.5392,,0.0,eval\results\video_tests\video_tests_comparison.csv
selcom_640,real_video_two_birds_drone,rgb,DRONE,rgb_raw,none,all,150,87,95,63,0.478,0.58,0.5241,,0.0,eval\results\video_tests\video_tests_comparison.csv
ir_grayscale,real_video_two_birds_drone,rgb,DRONE,rgb_raw,none,all,150,84,44,66,0.6562,0.56,0.6043,,0.0,eval\results\video_tests\video_tests_comparison.csv
ir_on_rgb,real_video_two_birds_drone,rgb,DRONE,rgb_raw,none,all,150,59,52,91,0.5315,0.3933,0.4521,,0.0,eval\results\video_tests\video_tests_comparison.csv
baseline,real_video_helicopter_compilation,rgb,HELICOPTERS,rgb_raw,none,all,554,0,140,0,0.0,0.0,0.0,0.2527,0.3105,eval\results\video_tests\video_tests_comparison.csv
retrained_v2,real_video_helicopter_compilation,rgb,HELICOPTERS,rgb_raw,none,all,554,0,63,0,0.0,0.0,0.0,0.1137,0.1769,eval\results\video_tests\video_tests_comparison.csv
selcom_1280,real_video_helicopter_compilation,rgb,HELICOPTERS,rgb_raw,none,all,554,0,166,0,0.0,0.0,0.0,0.2996,0.3953,eval\results\video_tests\video_tests_comparison.csv
selcom_640,real_video_helicopter_compilation,rgb,HELICOPTERS,rgb_raw,none,all,554,0,87,0,0.0,0.0,0.0,0.157,0.3141,eval\results\video_tests\video_tests_comparison.csv
ir_grayscale,real_video_helicopter_compilation,rgb,HELICOPTERS,rgb_raw,none,all,554,0,44,0,0.0,0.0,0.0,0.0794,0.1697,eval\results\video_tests\video_tests_comparison.csv
ir_on_rgb,real_video_helicopter_compilation,rgb,HELICOPTERS,rgb_raw,none,all,554,0,44,0,0.0,0.0,0.0,0.0794,0.2004,eval\results\video_tests\video_tests_comparison.csv
baseline,real_video_helicopter_overhead_short,rgb,HELICOPTERS,rgb_raw,none,all,20,0,8,0,0.0,0.0,0.0,0.4,0.5,eval\results\video_tests\video_tests_comparison.csv
retrained_v2,real_video_helicopter_overhead_short,rgb,HELICOPTERS,rgb_raw,none,all,20,0,1,0,0.0,0.0,0.0,0.05,0.05,eval\results\video_tests\video_tests_comparison.csv
selcom_1280,real_video_helicopter_overhead_short,rgb,HELICOPTERS,rgb_raw,none,all,20,0,12,0,0.0,0.0,0.0,0.6,0.7,eval\results\video_tests\video_tests_comparison.csv
selcom_640,real_video_helicopter_overhead_short,rgb,HELICOPTERS,rgb_raw,none,all,20,0,6,0,0.0,0.0,0.0,0.3,0.35,eval\results\video_tests\video_tests_comparison.csv
ir_grayscale,real_video_helicopter_overhead_short,rgb,HELICOPTERS,rgb_raw,none,all,20,0,8,0,0.0,0.0,0.0,0.4,0.45,eval\results\video_tests\video_tests_comparison.csv
ir_on_rgb,real_video_helicopter_overhead_short,rgb,HELICOPTERS,rgb_raw,none,all,20,0,3,0,0.0,0.0,0.0,0.15,0.3,eval\results\video_tests\video_tests_comparison.csv
baseline,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,rgb_raw,none,all,20,0,17,0,0.0,0.0,0.0,0.85,0.9,eval\results\video_tests\video_tests_comparison.csv
retrained_v2,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,rgb_raw,none,all,20,0,15,0,0.0,0.0,0.0,0.75,0.75,eval\results\video_tests\video_tests_comparison.csv
selcom_1280,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,rgb_raw,none,all,20,0,20,0,0.0,0.0,0.0,1.0,0.9,eval\results\video_tests\video_tests_comparison.csv
selcom_640,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,rgb_raw,none,all,20,0,13,0,0.0,0.0,0.0,0.65,0.8,eval\results\video_tests\video_tests_comparison.csv
ir_grayscale,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,rgb_raw,none,all,20,0,9,0,0.0,0.0,0.0,0.45,0.55,eval\results\video_tests\video_tests_comparison.csv
ir_on_rgb,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,rgb_raw,none,all,20,0,0,0,0.0,0.0,0.0,0.0,0.25,eval\results\video_tests\video_tests_comparison.csv
baseline,real_video_airplanes_compilation,rgb,AIRPLANES,rgb_raw,sa32,all,249,0,104,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_airplanes_compilation,rgb,AIRPLANES,ir_raw,sa32,all,249,0,51,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_airplanes_compilation,rgb,AIRPLANES,+classifier,sa32,all,249,0,107,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_airplanes_compilation,rgb,AIRPLANES,+temporal,sa32,all,249,0,18,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_airplanes_compilation,rgb,AIRPLANES,+temporal+patch,sa32,all,249,0,17,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
retrained_v2,real_video_airplanes_compilation,rgb,AIRPLANES,rgb_raw,sa32,all,249,0,99,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
retrained_v2,real_video_airplanes_compilation,rgb,AIRPLANES,ir_raw,sa32,all,249,0,51,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
retrained_v2,real_video_airplanes_compilation,rgb,AIRPLANES,+classifier,sa32,all,249,0,102,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
retrained_v2,real_video_airplanes_compilation,rgb,AIRPLANES,+temporal,sa32,all,249,0,16,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
retrained_v2,real_video_airplanes_compilation,rgb,AIRPLANES,+temporal+patch,sa32,all,249,0,15,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_1280,real_video_airplanes_compilation,rgb,AIRPLANES,rgb_raw,sa32,all,249,0,129,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_1280,real_video_airplanes_compilation,rgb,AIRPLANES,ir_raw,sa32,all,249,0,51,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_1280,real_video_airplanes_compilation,rgb,AIRPLANES,+classifier,sa32,all,249,0,114,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_1280,real_video_airplanes_compilation,rgb,AIRPLANES,+temporal,sa32,all,249,0,17,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_1280,real_video_airplanes_compilation,rgb,AIRPLANES,+temporal+patch,sa32,all,249,0,16,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_640,real_video_airplanes_compilation,rgb,AIRPLANES,rgb_raw,sa32,all,249,0,89,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_640,real_video_airplanes_compilation,rgb,AIRPLANES,ir_raw,sa32,all,249,0,51,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_640,real_video_airplanes_compilation,rgb,AIRPLANES,+classifier,sa32,all,249,0,104,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_640,real_video_airplanes_compilation,rgb,AIRPLANES,+temporal,sa32,all,249,0,16,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_640,real_video_airplanes_compilation,rgb,AIRPLANES,+temporal+patch,sa32,all,249,0,16,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,rgb_raw,sa32,all,55,0,33,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,ir_raw,sa32,all,55,0,18,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+classifier,sa32,all,55,0,36,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+temporal,sa32,all,55,0,7,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+temporal+patch,sa32,all,55,0,6,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
retrained_v2,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,rgb_raw,sa32,all,55,0,18,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
retrained_v2,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,ir_raw,sa32,all,55,0,18,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
retrained_v2,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+classifier,sa32,all,55,0,22,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
retrained_v2,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+temporal,sa32,all,55,0,7,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
retrained_v2,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+temporal+patch,sa32,all,55,0,6,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_1280,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,rgb_raw,sa32,all,55,0,21,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_1280,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,ir_raw,sa32,all,55,0,18,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_1280,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+classifier,sa32,all,55,0,35,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_1280,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+temporal,sa32,all,55,0,7,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_1280,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+temporal+patch,sa32,all,55,0,6,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_640,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,rgb_raw,sa32,all,55,0,20,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_640,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,ir_raw,sa32,all,55,0,18,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_640,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+classifier,sa32,all,55,0,34,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_640,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+temporal,sa32,all,55,0,7,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_640,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+temporal+patch,sa32,all,55,0,6,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,rgb_raw,sa32,all,20,0,39,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,ir_raw,sa32,all,20,0,1,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+classifier,sa32,all,20,0,12,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+temporal,sa32,all,20,0,1,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+temporal+patch,sa32,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
retrained_v2,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,rgb_raw,sa32,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
retrained_v2,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,ir_raw,sa32,all,20,0,1,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
retrained_v2,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+classifier,sa32,all,20,0,1,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
retrained_v2,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+temporal,sa32,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
retrained_v2,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+temporal+patch,sa32,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_1280,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,rgb_raw,sa32,all,20,0,61,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_1280,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,ir_raw,sa32,all,20,0,1,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_1280,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+classifier,sa32,all,20,0,9,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_1280,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+temporal,sa32,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_1280,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+temporal+patch,sa32,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_640,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,rgb_raw,sa32,all,20,0,18,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_640,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,ir_raw,sa32,all,20,0,1,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_640,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+classifier,sa32,all,20,0,2,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_640,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+temporal,sa32,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_640,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+temporal+patch,sa32,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,rgb_raw,sa32,all,271,0,291,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,ir_raw,sa32,all,271,0,11,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+classifier,sa32,all,271,0,51,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+temporal,sa32,all,271,0,5,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+temporal+patch,sa32,all,271,0,2,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
retrained_v2,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,rgb_raw,sa32,all,271,0,47,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
retrained_v2,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,ir_raw,sa32,all,271,0,11,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
retrained_v2,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+classifier,sa32,all,271,0,18,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
retrained_v2,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+temporal,sa32,all,271,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
retrained_v2,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+temporal+patch,sa32,all,271,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_1280,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,rgb_raw,sa32,all,271,0,441,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_1280,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,ir_raw,sa32,all,271,0,11,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_1280,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+classifier,sa32,all,271,0,59,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_1280,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+temporal,sa32,all,271,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_1280,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+temporal+patch,sa32,all,271,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_640,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,rgb_raw,sa32,all,271,0,90,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_640,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,ir_raw,sa32,all,271,0,11,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_640,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+classifier,sa32,all,271,0,18,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_640,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+temporal,sa32,all,271,0,1,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
selcom_640,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+temporal+patch,sa32,all,271,0,1,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,rgb_raw,sa32,all,20,0,2,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,ir_raw,sa32,all,20,0,15,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,+classifier,sa32,all,20,0,3,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,+temporal,sa32,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
baseline,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,+temporal+patch,sa32,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests\pipeline_comparison.csv
